AgencyORI,AgencyLongName,CountyName,ReportingYear,Unf_Murder,Unf_Rape,Unf_Robbery,Unf_AggAssault,Unf_HumanTraff,Unf_Burglary,Unf_Larceny,Unf_MotorVehTheft,Unf_Arson,Actual_Murder,Actual_Rape,Actual_Robbery,Actual_AggAssault,Actual_HumanTraff,Actual_Burglary,Actual_Larceny,Actual_MotorVehTheft,Actual_Arson,Cleared_Murder,Cleared_Rape,Cleared_Robbery,Cleared_AggAssault,Cleared_HumanTraff,Cleared_Burglary,Cleared_Larceny,Cleared_MotorVehTheft,Cleared_Arson
MN0040200,Blackduck Police Dept,Beltrami,2011,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,35,0,0,0,0,0,6,0,1,10,0,0
MN0050000,Benton County Sheriff,Benton,2011,0,0,0,0,0,0,0,0,0,0,12,0,131,0,48,188,20,3,0,5,0,89,0,5,30,3,1
MN0050200,Sauk Rapids Police Dept,Benton,2011,0,0,0,0,0,0,0,0,0,0,0,2,43,0,25,81,3,0,0,0,1,39,0,4,24,0,0
MN0060000,Big Stone County Sheriff,Big Stone,2011,0,0,0,0,0,0,0,0,0,1,1,0,15,0,19,24,0,0,1,1,0,14,0,13,1,0,0
MN0060100,Ortonville Police Dept,Big Stone,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
MN0070000,Blue Earth County Sheriff,Blue Earth,2011,0,0,0,0,0,0,0,0,0,0,3,0,56,0,58,102,16,1,0,3,0,20,0,11,8,1,1
MN0070100,Mankato Dept of Public Safety,Blue Earth,2011,0,0,0,0,0,0,0,2,0,2,22,21,535,0,389,1416,49,11,2,4,7,278,0,43,414,10,4
MN0070200,Mapleton Police Dept,Blue Earth,2011,0,0,0,0,0,0,0,0,0,0,1,0,16,0,3,19,1,0,0,0,0,7,0,0,4,0,0
MN0070400,Eagle Lake Police Dept,Blue Earth,2011,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,20,1,0,0,0,0,10,0,1,1,0,0
MN0070500,Lake Crystal Police Dept,Blue Earth,2011,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,18,1,2,0,0,0,13,0,1,2,0,0
MN0080000,Brown County Sheriff,Brown,2011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0080100,New Ulm Police Dept,Brown,2011,0,0,0,4,0,3,9,2,0,0,1,0,93,0,97,182,2,0,0,1,0,90,0,9,35,1,0
MN0080200,Sleepy Eye Police Dept,Brown,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0080300,Springfield Police Dept,Brown,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0090000,Carlton County Sheriff,Carlton,2011,1,1,0,6,0,5,16,2,0,2,2,1,126,0,111,197,16,2,2,1,1,27,0,22,18,2,0
MN0090100,Cloquet Police Dept,Carlton,2011,0,0,1,5,0,1,61,9,0,0,4,3,141,0,51,426,16,3,0,0,1,46,0,8,162,1,0
MN0090200,Moose Lake Police Dept,Carlton,2011,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,72,1,0,0,0,0,6,0,1,10,1,0
MN0100000,Carver County Sheriff,Carver,2011,0,0,0,7,0,11,93,1,0,0,5,3,173,0,127,561,14,5,0,4,2,154,0,24,163,1,3
MN0100200,Chaska Police Dept,Carver,2011,0,0,0,3,0,2,8,0,0,1,10,6,83,0,37,253,8,3,1,7,3,80,0,10,84,4,1
MN0110000,Cass County Sheriff,Cass,2011,0,1,0,9,0,5,20,3,0,2,34,0,284,0,221,525,56,0,2,8,0,188,0,32,243,26,0
MN0120000,Chippewa County Sheriff,Chippewa,2011,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,36,1,0,0,0,0,1,0,0,0,0,0
MN0120200,Montevideo Police Dept,Chippewa,2011,0,0,0,0,0,0,2,0,0,0,1,0,9,0,4,41,0,0,0,1,0,5,0,1,0,0,0
MN0130000,Chisago County Sheriff,Chisago,2011,0,1,0,2,0,0,15,0,0,0,4,2,76,0,72,334,21,1,0,2,0,56,0,5,60,3,1
MN0130500,North Branch Police Dept,Chisago,2011,0,0,1,0,0,1,23,1,0,0,4,1,55,0,25,248,8,1,0,2,0,55,0,5,82,6,0
MN0130800,Wyoming Police Dept,Chisago,2011,0,0,0,0,0,0,0,0,0,0,3,1,14,0,7,143,9,0,0,1,0,9,0,0,0,1,0
MN0130900,Lakes Area Police Dept,Chisago,2011,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,19,1,0,0,0,0,11,0,0,3,0,0
MN0140000,Clay County Sheriff,Clay,2011,0,0,0,0,0,0,0,0,0,0,1,0,25,0,16,46,3,1,0,1,0,14,0,4,5,0,1
MN0140200,Dilworth Police Dept,Clay,2011,0,0,0,0,0,0,0,0,0,0,1,0,23,0,3,80,4,0,0,1,0,14,0,0,28,4,0
MN0140400,Moorhead Police Dept,Clay,2011,0,0,0,0,0,0,0,0,0,1,10,5,172,0,60,366,18,1,1,2,0,89,0,7,76,1,1
MN0150000,Clearwater County Sheriff,Clearwater,2011,0,2,0,13,0,7,29,6,0,0,8,1,88,0,54,104,5,1,0,7,1,71,0,14,17,1,0
MN0160000,Cook County Sheriff,Cook,2011,0,0,0,1,0,0,6,0,0,0,4,0,47,0,25,134,2,0,0,0,0,17,0,1,21,0,0
MN0170000,Cottonwood County Sheriff,Cottonwood,2011,0,0,0,0,0,0,0,0,0,0,1,0,20,0,11,26,3,1,0,1,0,15,0,3,4,1,0
MN0170100,Mountain Lake Police Dept,Cottonwood,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0170200,Windom Police Dept,Cottonwood,2011,0,0,0,0,0,2,3,0,0,0,4,0,57,0,22,85,8,0,0,3,0,56,0,5,21,5,0
MN0180000,Crow Wing County Sheriff,Crow Wing,2011,0,0,0,5,0,13,98,8,0,0,6,1,109,0,113,299,24,1,0,2,1,88,0,35,120,6,1
MN0180100,Brainerd Police Dept,Crow Wing,2011,0,3,0,22,0,16,67,12,0,0,21,4,281,0,114,528,21,1,0,18,2,221,0,20,123,8,1
MN0180200,Crosby Police Dept,Crow Wing,2011,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,27,2,0,0,0,0,22,0,0,6,0,0
MN0180500,Baxter Police Dept,Crow Wing,2011,0,0,0,0,0,0,11,0,0,0,0,1,26,0,3,355,2,0,0,0,1,14,0,1,223,0,0
MN0190000,Dakota County Sheriff,Dakota,2011,0,0,0,0,0,0,0,0,0,0,1,1,88,0,36,92,6,3,0,0,0,65,0,1,18,1,0
MN0190100,Burnsville Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,1,20,21,160,0,139,1234,43,3,1,2,3,92,0,6,265,1,0
MN0190200,Farmington Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,0,3,0,72,0,20,164,7,1,0,3,0,53,0,1,10,1,0
MN0190300,Hastings Police Dept,Dakota,2011,0,0,0,1,0,1,1,0,0,0,4,2,102,0,80,390,21,1,0,2,1,78,0,3,62,2,0
MN0190400,Mendota Heights Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,0,0,2,40,0,31,216,10,0,0,0,1,13,0,0,23,0,0
MN0190500,Rosemount Police Dept,Dakota,2011,0,0,0,0,0,1,0,0,0,0,1,2,78,0,43,267,2,0,0,1,2,72,0,5,70,2,0
MN0190600,South St Paul Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,0,4,10,174,0,107,410,14,8,0,3,5,105,0,8,41,1,0
MN0190700,West St Paul Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,0,10,17,88,0,76,510,60,1,0,1,3,48,0,1,155,0,1
MN0190800,Eagan Police Dept,Dakota,2011,0,0,0,1,0,0,8,0,0,0,10,11,255,0,168,1207,47,5,0,4,6,235,0,21,323,13,0
MN0190900,Inver Grove Heights Police Dept,Dakota,2011,0,0,0,0,0,0,0,0,0,0,12,5,74,0,21,192,14,5,0,8,2,55,0,5,24,0,1
MN0191000,Apple Valley Police Dept,Dakota,2011,0,3,0,11,0,7,23,6,0,0,10,11,232,0,135,985,23,5,0,6,7,186,0,19,305,9,4
MN0191100,Lakeville Police Dept,Dakota,2011,0,1,0,3,0,2,6,3,0,0,14,2,106,0,107,615,19,4,0,9,0,97,0,9,213,7,0
MN0200000,Dodge County Sheriff,Dodge,2011,0,0,0,7,0,8,24,5,0,0,0,0,120,0,42,199,7,0,0,0,0,116,0,10,76,3,0
MN0200200,Kasson Police Dept,Dodge,2011,0,0,0,2,0,0,0,0,0,0,2,0,12,0,8,32,3,1,0,1,0,9,0,1,8,2,0
MN0210000,Douglas County Sheriff,Douglas,2011,0,0,0,3,0,5,25,0,0,0,3,1,130,0,70,125,14,0,0,0,1,98,0,5,13,4,0
MN0210100,Alexandria Police Dept,Douglas,2011,0,0,0,0,0,0,7,0,0,0,3,1,99,0,23,259,12,1,0,2,0,94,0,10,138,5,1
MN0210200,Osakis Police Dept,Douglas,2011,0,0,0,2,0,0,1,0,0,0,0,0,9,0,10,18,2,0,0,0,0,8,0,2,2,1,0
MN0220000,Faribault County Sheriff,Faribault,2011,0,0,0,0,0,0,0,0,0,0,0,0,29,0,22,26,5,1,0,0,0,24,0,5,8,3,0
MN0220100,Blue Earth Police Dept,Faribault,2011,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,21,1,0,0,0,0,19,0,1,8,0,0
MN0220200,Elmore Police Dept,Faribault,2011,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,7,2,0,0,0,0,14,0,1,3,1,0
MN0220400,Wells Police Dept,Faribault,2011,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
MN0220500,Winnebago Public Safety,Faribault,2011,0,0,0,0,0,2,0,0,0,0,0,0,15,0,5,6,0,0,0,0,0,15,0,2,2,0,0
MN0220600,South Eastern Faribault County Police Dept,Faribault,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0230000,Fillmore County Sheriff,Fillmore,2011,0,0,0,0,0,0,0,0,0,0,2,0,21,0,8,25,2,0,0,1,0,9,0,4,2,0,0
MN0240000,Freeborn County Sheriff,Freeborn,2011,0,0,0,0,0,0,0,1,0,0,3,0,30,0,29,73,14,0,0,2,0,30,0,7,8,4,0
MN0240100,Albert Lea Police Dept,Freeborn,2011,0,0,0,1,0,0,1,0,0,0,3,1,131,0,49,385,15,2,0,3,1,126,0,8,88,6,0
MN0250000,Goodhue County Sheriff,Goodhue,2011,0,0,0,0,0,0,0,0,0,0,2,0,84,0,58,119,26,0,0,2,0,50,0,6,15,8,0
MN0250100,Cannon Falls Police Dept,Goodhue,2011,0,0,0,0,0,0,0,0,0,0,3,0,28,0,11,90,3,1,0,2,0,28,0,6,21,2,0
MN0250300,Red Wing Police Dept,Goodhue,2011,0,4,0,0,0,0,7,1,0,0,6,5,248,0,137,477,22,5,0,3,2,171,0,29,145,9,0
MN0250800,Zumbrota Police Dept,Goodhue,2011,0,0,1,1,0,1,2,0,0,0,0,0,16,0,6,30,4,0,0,0,0,15,0,2,2,2,0
MN0260000,Grant County Sheriff,Grant,2011,0,0,0,1,0,1,11,1,0,0,0,0,27,0,23,71,0,1,0,0,0,18,0,1,27,0,1
MN0270000,Hennepin County Sheriff,Hennepin,2011,0,0,0,2,0,0,1,0,0,0,4,2,95,0,23,116,4,1,0,3,1,70,0,7,22,2,0
MN0270100,Bloomington Police Dept,Hennepin,2011,0,7,0,33,0,6,47,18,1,0,26,41,495,0,249,2813,86,21,0,9,16,297,0,61,1560,17,7
MN0270200,Brooklyn Center Police Dept,Hennepin,2011,0,2,0,14,0,0,4,8,0,0,29,63,393,0,254,1171,89,11,0,12,26,313,0,26,514,9,0
MN0270300,Brooklyn Park Police Dept,Hennepin,2011,0,13,1,236,0,12,60,24,1,5,41,99,1261,0,483,2066,126,10,4,20,38,827,0,44,732,18,6
MN0270400,Crystal Police Dept,Hennepin,2011,0,2,0,7,0,0,5,4,0,0,4,15,191,0,96,510,31,5,0,0,5,152,0,13,164,1,1
MN0270500,Deephaven Police Dept,Hennepin,2011,0,0,0,0,0,1,1,0,0,0,0,0,3,0,11,18,0,0,0,0,0,3,0,0,1,0,0
MN0270600,Edina Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,10,7,48,0,108,644,14,0,0,1,4,32,0,5,205,0,0
MN0270700,South Lake Minnetonka Police Dept,Hennepin,2011,0,0,0,0,0,0,3,0,0,0,0,2,35,0,21,118,2,0,0,0,0,24,0,3,26,1,0
MN0270800,Golden Valley Police Dept,Hennepin,2011,0,3,0,8,0,0,6,3,0,0,3,5,101,0,85,338,14,1,0,0,1,54,0,8,48,1,0
MN0270900,Hopkins Police Dept,Hennepin,2011,0,0,0,0,0,1,2,1,0,0,7,11,108,0,97,332,16,6,0,3,2,75,0,9,40,4,0
MN0271100,Minneapolis Police Dept,Hennepin,2011,5,36,17,76,0,14,92,21,0,32,386,1589,6750,0,5104,12311,1775,140,20,169,292,2741,0,527,1927,112,8
MN0271200,Minnetonka Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,7,10,123,0,152,705,31,9,0,2,4,85,0,17,242,4,2
MN0271300,Mound Police Dept,Hennepin,2011,0,2,0,4,0,8,13,1,0,0,0,0,77,0,38,135,6,0,0,0,0,67,0,10,40,5,0
MN0271400,New Hope Police Dept,Hennepin,2011,0,0,0,2,0,1,1,1,0,1,5,11,128,0,54,407,30,2,1,2,4,88,0,7,76,6,2
MN0271500,Orono Police Dept,Hennepin,2011,0,0,0,4,0,2,10,0,0,0,0,2,19,0,16,98,1,1,0,0,1,16,0,4,7,0,0
MN0271600,Osseo Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0271700,Plymouth Police Dept,Hennepin,2011,0,2,0,7,0,0,14,7,0,0,16,12,291,0,274,909,28,4,0,6,2,212,0,28,144,6,1
MN0271800,Richfield Police Dept,Hennepin,2011,0,4,0,1,0,1,7,2,0,0,17,39,295,0,162,659,48,2,0,6,20,227,0,20,189,13,1
MN0271900,Robbinsdale Police Dept,Hennepin,2011,0,0,0,4,0,1,1,2,0,0,5,19,142,0,112,343,21,2,0,3,7,116,0,26,54,4,0
MN0272000,St Anthony Police Dept,Hennepin,2011,0,0,0,0,0,4,13,3,0,0,2,5,20,0,59,239,6,0,0,2,2,17,0,4,120,2,0
MN0272100,St Louis Park Police Dept,Hennepin,2011,0,1,0,1,0,1,5,3,0,1,5,23,281,0,227,1108,68,2,1,4,9,255,0,33,291,11,1
MN0272300,Wayzata Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,1,0,22,0,20,92,2,0,0,1,0,21,0,3,20,2,0
MN0272400,University of MN Police Dept - Minneapolis,Hennepin,2011,0,0,0,0,0,0,4,0,0,0,3,6,26,0,51,565,10,0,0,0,4,15,0,4,46,4,0
MN0272500,Metropolitan Airport Police Dept,Ramsey,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0272600,Eden Prairie Police Dept,Hennepin,2011,0,0,0,13,0,3,12,4,0,0,7,12,141,0,127,811,22,5,0,4,5,93,0,5,164,4,0
MN0272700,Maple Grove Police Dept,Hennepin,2011,0,0,0,2,0,0,2,0,0,0,7,11,263,0,154,1014,19,3,0,5,4,213,0,27,293,5,2
MN0272800,Minnetrista Public Safety Dept,Hennepin,2011,0,0,0,1,0,0,3,0,0,0,2,0,29,0,17,99,3,0,0,2,0,25,0,0,31,1,0
MN0272900,Champlin Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,5,6,94,0,58,410,6,2,0,4,3,75,0,5,142,3,0
MN0273000,Medina Police Dept,Hennepin,2011,0,0,0,0,0,0,2,1,0,0,0,1,14,0,17,126,1,0,0,0,1,14,0,5,63,0,0
MN0273100,Corcoran Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,19,0,0,0,0,0,5,0,1,2,0,0
MN0273200,Dayton Police Dept,Hennepin,2011,0,0,0,0,0,0,0,0,0,0,1,0,9,0,10,33,10,0,0,0,0,7,0,0,2,0,0
MN0273400,Rogers Police Dept,Hennepin,2011,0,0,0,0,0,0,2,0,0,0,0,0,33,0,3,64,0,0,0,0,0,32,0,2,53,0,0
MN0273700,West Hennepin Dept of Public Safety,Hennepin,2011,0,0,0,1,0,1,0,1,0,0,0,0,9,0,8,35,2,0,0,0,0,9,0,0,12,2,0
MN0274000,Three Rivers Park District Police Dept,Hennepin,2011,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,108,1,0,0,0,0,2,0,0,10,0,0
MN0280000,Houston County Sheriff,Houston,2011,0,0,0,1,0,1,7,0,0,0,0,0,26,0,23,39,1,0,0,0,0,23,0,2,10,1,0
MN0280100,Caledonia Police Dept,Houston,2011,0,1,0,1,0,0,0,0,0,0,3,0,24,0,6,47,4,0,0,3,0,20,0,1,22,3,0
MN0280200,Houston Police Dept,Houston,2011,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,13,0,0,0,0,0,2,0,0,3,0,0
MN0280300,La Crescent Police Dept,Houston,2011,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,25,0,0,0,0,0,9,0,1,17,0,0
MN0280400,Spring Grove Police Dept,Houston,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0280500,Hokah Police Dept,Houston,2011,0,0,0,0,0,0,2,0,0,0,0,0,1,0,11,16,0,0,0,0,0,1,0,9,1,0,0
MN0290000,Hubbard County Sheriff,Hubbard,2011,0,0,0,4,0,7,23,5,0,0,2,0,109,0,65,125,10,0,0,2,0,97,0,4,20,3,0
MN0290100,Park Rapids Police Dept,Hubbard,2011,0,0,0,5,0,3,22,5,0,1,0,0,81,0,30,153,9,0,1,0,0,78,0,1,65,2,0
MN0300000,Isanti County Sheriff,Isanti,2011,0,0,0,4,0,2,13,4,0,0,11,0,120,0,108,240,33,7,0,7,0,91,0,8,12,4,0
MN0300100,Cambridge Police Dept,Isanti,2011,0,0,0,0,0,0,0,1,0,0,0,1,50,0,32,275,18,1,0,0,0,39,0,1,57,5,1
MN0310000,Itasca County Sheriff,Itasca,2011,0,0,0,2,0,3,15,1,1,0,21,0,212,0,98,327,16,1,0,11,0,141,0,22,74,7,0
MN0310300,Grand Rapids Police Dept,Itasca,2011,0,5,0,7,0,2,9,2,0,0,36,0,134,0,33,386,15,2,0,18,0,124,0,17,178,7,1
MN0320000,Jackson County Sheriff,Jackson,2011,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,47,3,0,0,0,1,10,0,0,0,1,0
MN0320100,Jackson Police Dept,Jackson,2011,0,0,0,0,0,1,0,0,0,0,2,0,17,0,11,39,1,2,0,1,0,17,0,2,12,0,1
MN0320200,Lakefield Police Dept,Jackson,2011,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,20,1,0,0,0,0,4,0,0,2,0,0
MN0330000,Kanabec County Sheriff,Kanabec,2011,0,1,0,22,0,11,40,8,0,0,9,1,291,0,149,258,29,0,0,8,1,289,0,129,242,18,0
MN0330100,Mora Police Dept,Kanabec,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0340000,Kandiyohi County Sheriff,Kandiyohi,2011,0,0,0,0,0,0,0,0,0,1,5,0,89,0,32,152,22,1,1,3,0,72,0,5,16,4,1
MN0340100,Willmar Police Dept,Kandiyohi,2011,0,0,0,0,0,0,0,1,0,0,17,1,158,0,51,416,22,4,0,9,0,128,0,8,155,3,2
MN0350000,Kittson County Sheriff,Kittson,2011,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,27,2,0,0,0,0,4,0,0,6,1,0
MN0350100,Hallock Police Dept,Kittson,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0360000,Koochiching County Sheriff,Koochiching,2011,0,0,0,0,0,0,2,0,0,0,1,0,32,0,28,50,1,0,0,1,0,10,0,3,1,0,0
MN0360100,International Falls Police Dept,Koochiching,2011,0,2,0,1,0,0,1,0,0,0,4,1,75,0,25,120,6,2,0,0,0,17,0,2,6,2,1
MN0370000,Lac Qui Parle County Sheriff,Lac qui Parle,2011,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,27,0,0,0,1,0,1,0,0,2,0,0
MN0370100,Dawson Police Dept,Lac qui Parle,2011,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,11,0,0,0,0,0,7,0,2,6,0,0
MN0370200,Madison Police Dept,Lac Qui Parle,2011,0,0,0,0,0,0,0,0,0,0,1,0,8,0,5,14,0,0,0,0,0,3,0,0,0,0,0
MN0380000,Lake County Sheriff,Lake,2011,0,0,0,0,0,0,2,0,0,0,1,0,24,0,10,14,2,0,0,0,0,11,0,1,3,0,0
