AgencyORI,AgencyLongName,CountyName,ReportingYear,Unf_Murder,Unf_Rape,Unf_Robbery,Unf_AggAssault,Unf_HumanTraff,Unf_Burglary,Unf_Larceny,Unf_MotorVehTheft,Unf_Arson,Actual_Murder,Actual_Rape,Actual_Robbery,Actual_AggAssault,Actual_HumanTraff,Actual_Burglary,Actual_Larceny,Actual_MotorVehTheft,Actual_Arson,Cleared_Murder,Cleared_Rape,Cleared_Robbery,Cleared_AggAssault,Cleared_HumanTraff,Cleared_Burglary,Cleared_Larceny,Cleared_MotorVehTheft,Cleared_Arson
MN0701000,Elko New Market Police Dept,Scott,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0
MN0710000,Sherburne County Sheriff,Sherburne,2015,0,0,0,0,0,0,0,0,0,0,4,2,92,0,73,290,28,0,0,4,1,90,0,9,39,6,0
MN0710100,Big Lake Police Dept,Sherburne,2015,0,0,0,0,0,0,0,0,0,0,3,1,54,0,18,74,11,0,0,3,1,37,0,0,24,3,0
MN0710200,Elk River Police Dept,Sherburne,2015,0,1,0,6,0,4,13,4,0,0,13,2,93,0,48,460,24,3,0,3,1,76,0,3,152,4,0
MN0710400,Becker Police Dept,Sherburne,2015,0,0,0,0,0,0,0,0,0,0,1,0,14,0,9,65,2,0,0,0,0,12,0,3,14,0,0
MN0720000,Sibley County Sheriff,Sibley,2015,0,0,0,0,0,0,0,0,0,0,2,0,16,0,3,2,0,0,0,1,0,16,0,3,1,0,0
MN0720100,Arlington Police Dept,Sibley,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0720200,Gaylord Police Dept,Sibley,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0730000,Stearns County Sheriff,Stearns,2015,0,0,0,0,0,0,0,0,0,0,11,1,148,1,64,308,20,0,0,3,0,93,0,8,22,4,0
MN0730100,Cold Spring / Richmond Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,1,0,12,0,5,30,0,0,0,1,0,10,0,2,1,0,0
MN0730200,Melrose Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,5,0,0,1,0,0
MN0730300,Paynesville Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,2,0,5,0,5,7,1,0,0,1,0,4,0,2,1,0,0
MN0730400,St Cloud Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,4,55,57,682,1,399,2736,124,11,1,12,19,528,2,54,960,24,3
MN0730500,Sauk Centre Police Dept,Stearns,2015,0,0,0,1,0,0,1,0,0,0,0,0,17,0,11,68,2,2,0,0,0,14,0,2,20,2,0
MN0730600,Waite Park Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,10,6,66,10,54,642,13,1,0,10,4,64,11,35,481,10,0
MN0730800,Belgrade Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0731000,Kimball Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
MN0731100,St Joseph Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,2,0,0
MN0731200,Sartell Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,4,0,39,0,34,300,5,2,0,0,0,28,0,1,59,3,1
MN0731400,Albany Police Dept,Stearns,2015,0,0,0,0,0,0,1,0,0,0,0,0,13,0,2,15,2,0,0,0,0,9,0,0,3,0,0
MN0731600,Avon Police Dept,Stearns,2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,9,2,1,0,1,0,3,0,0,1,2,0
MN0740000,Steele County Sheriff,Steele,2015,0,0,0,2,0,2,2,1,0,0,0,0,36,0,28,50,12,0,0,0,0,29,0,3,4,4,0
MN0740100,Owatonna Police Dept,Steele,2015,0,0,0,16,0,2,6,0,0,0,9,14,193,1,142,513,27,2,0,5,6,158,1,23,222,12,0
MN0740200,Blooming Prairie Police Dept,Steele,2015,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,3,1,0,0,0,0,3,0,0,0,0,0
MN0750000,Stevens County Sheriff,Stevens,2015,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,16,1,0,0,0,0,7,0,17,11,1,0
MN0750100,Morris Police Dept,Stevens,2015,0,0,0,0,0,0,0,0,0,0,8,0,27,0,9,72,4,0,0,7,0,26,0,6,23,3,0
MN0750500,Hancock Police Dept,Stevens,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MN0750600,University of MN Police Dept - Morris,Stevens,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,1,0,2,6,0,0
MN0760000,Swift County Sheriff,Swift,2015,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,5,3,0,0,0,0,17,0,0,1,1,0
MN0760100,Appleton Police Dept,Swift,2015,0,0,0,0,0,0,0,1,0,0,2,0,16,0,8,29,2,0,0,1,0,13,0,2,11,0,0
MN0760200,Benson Police Dept,Swift,2015,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,2,0,0,0,0,0,9,0,2,0,0,0
MN0770000,Todd County Sheriff,Todd,2015,0,1,0,2,0,8,7,3,0,0,12,1,56,0,43,90,8,0,0,5,0,48,0,6,29,5,0
MN0770100,Long Prairie Police Dept,Todd,2015,0,0,0,0,0,0,0,0,0,0,1,0,23,0,4,65,1,0,0,0,0,20,0,1,26,1,0
MN0770200,Staples Police Dept,Todd,2015,0,0,0,3,0,1,5,2,0,0,0,0,35,0,13,88,4,0,0,0,0,35,0,7,75,2,0
MN0780000,Traverse County Sheriff,Traverse,2015,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7,15,0,0,0,0,0,6,0,4,8,0,0
MN0780200,Wheaton Police Dept,Traverse,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MN0790000,Wabasha County Sheriff,Wabasha,2015,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,27,3,0,0,0,0,10,0,1,1,0,0
MN0790100,Lake City Police Dept,Wabasha,2015,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,22,3,0,0,0,0,15,0,1,7,1,0
MN0790200,Plainview Police Dept,Wabasha,2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,15,0,0,0,0,0,6,0,1,0,0,0
MN0790300,Wabasha Police Dept,Wabasha,2015,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,37,2,0,0,0,0,9,0,1,10,1,0
MN0800000,Wadena County Sheriff,Wadena,2015,0,0,0,0,0,0,0,0,0,0,2,1,30,0,13,14,0,0,0,2,1,15,0,0,4,0,0
MN0800100,Wadena Police Dept,Wadena,2015,0,0,0,0,0,0,0,0,0,0,6,0,24,0,3,40,4,0,0,5,0,20,0,1,21,3,0
MN0800400,Menahga Police Dept,Wadena,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0810000,Waseca County Sheriff,Waseca,2015,0,1,0,1,0,2,0,0,0,0,1,0,26,0,36,37,5,0,0,1,0,25,0,13,5,2,0
MN0810100,Janesville Police Dept,Waseca,2015,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,0,0,0,0,0,7,0,0,3,0,0
MN0810200,New Richland Police Dept,Waseca,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0810300,Waseca Police Dept,Waseca,2015,0,0,0,0,0,0,0,0,0,0,6,1,40,0,19,143,5,0,0,3,0,37,0,4,35,3,0
MN0820000,Washington County Sheriff,Washington,2015,0,0,0,14,0,17,22,5,0,1,11,5,226,0,121,585,44,3,1,7,2,178,0,25,101,10,0
MN0820100,Bayport Police Dept,Washington,2015,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,8,0,1,0,1,0,7,0,0,1,0,0
MN0820200,Forest Lake Police Dept,Washington,2015,0,1,0,3,0,1,0,0,0,1,12,4,114,1,66,408,30,1,1,1,1,65,0,3,129,7,0
MN0820400,Newport Police Dept,Washington,2015,0,0,0,3,0,0,0,4,0,0,3,2,53,0,11,64,11,0,0,0,0,43,0,1,11,2,0
MN0820500,St Paul Park Police Dept,Washington,2015,0,0,0,1,0,1,2,2,0,0,1,2,51,0,10,79,11,2,0,0,2,39,0,3,17,3,0
MN0820600,Stillwater Police Dept,Washington,2015,0,0,0,1,0,0,9,10,0,0,6,0,51,0,42,231,11,1,0,3,0,40,0,4,25,1,0
MN0820700,Cottage Grove Police Dept,Washington,2015,0,0,0,5,0,11,59,1,0,0,3,1,117,1,84,542,34,5,0,2,0,98,1,17,172,13,1
MN0820800,Oakdale Police Dept,Washington,2015,0,0,1,3,0,1,7,3,0,0,11,10,192,0,82,763,48,5,0,1,2,100,0,5,212,5,0
MN0821100,Woodbury Dept of Public Safety,Washington,2015,0,1,0,0,0,0,1,0,0,0,4,7,111,7,162,1042,54,1,0,2,2,90,7,17,417,11,1
MN0821400,Oak Park Heights Police Dept,Washington,2015,0,1,0,2,0,4,9,4,0,1,1,0,14,0,13,179,4,0,1,0,0,11,0,1,71,0,0
MN0830000,Watonwan County Sheriff,Watonwan,2015,0,0,0,0,0,0,0,0,0,0,1,0,7,0,16,27,4,0,0,1,0,7,0,3,6,1,0
MN0830200,St James Police Dept,Watonwan,2015,0,0,0,0,0,0,0,0,0,0,2,0,37,1,25,74,1,4,0,2,0,37,1,7,22,1,2
MN0840000,Wilkin County Sheriff,Wilkin,2015,0,2,0,2,0,3,6,1,0,0,0,0,13,0,4,9,1,0,0,0,0,12,0,1,2,0,0
MN0840100,Breckenridge Police Dept,Wilkin,2015,0,3,0,10,0,7,34,3,0,0,1,0,35,0,8,60,3,0,0,0,0,28,0,2,22,1,0
MN0850000,Winona County Sheriff,Winona,2015,0,0,0,0,0,2,2,0,0,0,3,0,52,0,8,36,3,0,0,2,0,46,0,1,8,2,0
MN0850100,St Charles Police Dept,Winona,2015,0,0,0,0,0,0,1,1,0,0,0,0,16,0,14,31,7,0,0,0,0,14,0,0,4,0,0
MN0850200,Winona Police Dept,Winona,2015,0,4,0,18,0,9,13,1,0,2,11,6,143,1,37,653,18,0,2,8,3,133,1,8,245,5,0
MN0850300,Goodview Police Dept,Winona,2015,0,0,0,19,0,2,5,1,0,0,1,0,50,0,10,60,7,1,0,1,0,49,0,0,15,7,0
MN0850400,Lewiston Police Dept,Winona,2015,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,15,0,0,0,0,0,7,0,0,5,0,0
MN0860000,Wright County Sheriff,Wright,2015,0,0,0,3,0,0,11,1,0,2,25,8,279,0,112,1551,68,0,2,13,6,236,0,71,1133,45,0
MN0860100,Buffalo Police Dept,Wright,2015,0,0,0,2,0,0,5,1,0,0,10,1,76,1,30,265,12,0,0,5,1,57,0,5,107,4,0
MN0860400,Howard Lake Police Dept,Wright,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,9,0,0
MN0860600,Annandale Police Dept,Wright,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0870000,Yellow Medicine County Sheriff,Yellow Medicine,2015,0,0,0,0,0,0,0,0,0,0,1,0,17,0,13,35,5,0,0,1,0,14,0,0,3,3,0
MN0870100,Canby Police Dept,Yellow Medicine,2015,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,1,0,0,0,0,4,0,1,0,0,0
MN0870200,Granite Falls Police Dept,Yellow Medicine,2015,0,0,0,0,0,0,0,0,0,1,0,2,23,0,2,45,9,0,1,0,1,19,0,0,13,0,0
MNCON0000,MN Dept of Natural Resources - Enforcement Division,NULL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNDI02300,Upper Sioux Community Police Dept,NULL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNDI02400,Mille Lacs Tribal Police Dept,NULL,2015,0,0,0,10,0,0,22,8,0,1,1,4,117,0,61,250,13,19,1,1,1,65,0,7,29,3,0
MNDI07000,Fond du Lac Tribal Police Dept,NULL,2015,0,0,0,0,0,0,0,0,0,0,3,0,108,0,29,185,17,1,0,1,0,58,0,2,26,2,0
MNMHP0000,MN State Patrol Waters Edge,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0100,MN State Patrol District 2400 - Oakdale,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0200,MN State Patrol District 2100 - Rochester,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0300,MN State Patrol District 2300 - Marshall,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0400,MN State Patrol District 2500 - Golden Valley,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0600,MN State Patrol District 2600 - St Cloud,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0700,MN State Patrol District 2800 - Brainerd,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0800,MN State Patrol District 2900 - Detroit Lakes,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0900,MN State Patrol District 3200 - Thief River Falls,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1000,MN State Patrol District 3100 - Virginia,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1100,MN State Patrol District 2700 - Duluth,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1200,MN State Patrol District 2200 - Mankato,State Patrol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1300,MN State Patrol District 4600 - Capitol Security,State Patrol,2015,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,1,0,0,7,0,0
MN0010000,Aitkin County Sheriff,Aitkin,2016,1,0,0,2,0,2,4,0,0,1,4,2,78,0,104,143,16,0,1,2,1,51,0,5,20,2,0
MN0010100,Aitkin Police Dept,Aitkin,2016,0,0,0,0,0,0,1,0,0,0,1,1,14,0,5,64,5,0,0,0,1,5,0,0,11,0,0
MN0010400,Hill City Police Dept,Aitkin,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0
MN0020000,Anoka County Sheriff,Anoka,2016,0,0,0,5,0,0,0,7,0,1,15,5,210,0,157,767,53,7,1,6,1,183,0,16,160,7,0
MN0020100,Anoka Police Dept,Anoka,2016,0,0,0,4,0,0,0,0,0,1,8,10,154,0,65,492,33,4,1,1,2,119,0,4,88,4,0
MN0020200,Blaine Police Dept,Anoka,2016,0,0,0,9,0,0,1,1,0,2,28,22,207,0,198,1474,41,5,2,18,9,157,0,34,599,10,0
MN0020300,Centennial Lakes Police Dept,Anoka,2016,0,0,0,2,0,0,0,0,0,0,5,5,35,0,21,100,7,4,0,2,5,29,0,9,63,4,2
MN0020400,Columbia Heights Police Dept,Anoka,2016,0,1,0,0,1,0,0,1,0,1,11,16,159,1,65,324,37,3,1,7,2,119,0,6,66,10,0
MN0020500,Coon Rapids Police Dept,Anoka,2016,0,0,0,2,0,0,0,2,0,1,32,24,243,2,197,1538,50,4,1,4,13,200,1,34,674,15,1
MN0020600,Fridley Police Dept,Anoka,2016,0,0,0,3,0,0,0,0,0,0,24,19,164,0,134,762,74,1,0,11,10,108,0,14,202,8,1
MN0020700,Lino Lakes Police Dept,Anoka,2016,0,0,0,1,0,0,0,0,0,0,5,0,50,0,23,181,5,0,0,3,0,45,0,3,52,1,0
MN0020800,Spring Lake Park Police Dept,Anoka,2016,0,0,0,0,0,0,0,0,0,0,2,5,76,0,58,212,20,1,0,1,2,52,0,17,59,7,0
MN0021300,Ramsey Police Dept,Anoka,2016,0,0,0,13,0,0,0,4,0,1,5,1,88,0,33,287,18,0,1,3,0,71,0,5,64,5,0
MN002140X,Hilltop Police Dept,Anoka,2016,0,0,0,0,0,0,0,0,0,0,3,2,21,0,5,79,5,0,0,1,1,16,0,0,28,2,0
MN0021500,St Francis Police Dept,Anoka,2016,0,0,0,1,0,0,0,0,0,0,0,0,29,0,10,51,5,2,0,0,0,25,0,1,25,3,0
MN0030000,Becker County Sheriff,Becker,2016,0,1,0,3,0,0,0,0,0,0,4,0,84,0,51,48,19,0,0,2,0,73,0,5,13,2,0
MN0030100,Detroit Lakes Police Dept,Becker,2016,0,1,0,0,0,0,1,2,0,0,5,0,38,0,12,150,9,0,0,5,0,36,0,6,133,2,0
MN0040000,Beltrami County Sheriff,Beltrami,2016,0,1,0,0,0,0,2,1,0,0,9,2,188,1,94,251,42,2,0,9,2,172,1,26,54,21,1
MN0040100,Bemidji Police Dept,Beltrami,2016,0,0,0,0,0,0,0,0,0,1,16,11,273,2,64,911,42,2,1,13,5,247,0,21,443,19,0
MN0040200,Blackduck Police Dept,Beltrami,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,1,0,0,0
MN0050000,Benton County Sheriff,Benton,2016,0,0,0,0,0,0,0,0,0,0,8,0,38,0,26,73,13,0,0,1,0,30,0,2,8,1,0
MN0050200,Sauk Rapids Police Dept,Benton,2016,0,2,0,6,0,4,19,5,0,0,0,0,63,0,34,287,12,1,0,0,0,64,0,7,74,4,0
MN0060000,Big Stone County Sheriff,Big Stone,2016,0,0,0,4,0,0,6,1,0,0,1,0,7,0,11,12,0,0,0,1,0,5,0,1,2,0,0
MN0060100,Ortonville Police Dept,Big Stone,2016,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,9,0,0,0,0,0,3,0,1,3,0,0
MN0070000,Blue Earth County Sheriff,Blue Earth,2016,0,0,0,0,0,0,0,0,0,1,7,0,70,0,42,52,9,1,1,3,0,33,0,11,3,3,0
MN0070100,Mankato Dept of Public Safety,Blue Earth,2016,0,1,0,0,0,0,0,0,0,1,27,23,453,2,223,1057,49,4,0,12,11,289,2,21,368,8,0
MN0070200,Mapleton Police Dept,Blue Earth,2016,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,6,2,0,0,0,1,2,0,1,2,1,0
MN0070400,Eagle Lake Police Dept,Blue Earth,2016,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,13,3,0,0,0,0,8,0,2,2,0,0
MN0070500,Lake Crystal Police Dept,Blue Earth,2016,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,10,2,0,0,0,0,7,0,1,1,0,0
MN0071000,Madison Lake Police Dept,Blue Earth,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0
MN0071200,Tri-City Police Dept,Blue Earth,2016,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,1,0,0,0,0,5,0,1,1,0,0
MN0080000,Brown County Sheriff,Brown,2016,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,17,1,0,0,0,0,6,0,1,0,0,0
MN0080100,New Ulm Police Dept,Brown,2016,0,1,0,8,0,1,9,1,0,0,6,0,83,6,25,98,5,0,0,6,0,78,6,6,43,1,0
MN0080200,Sleepy Eye Police Dept,Brown,2016,0,0,0,1,0,0,1,0,0,0,1,0,12,0,3,6,0,0,0,1,0,8,0,2,2,0,0
MN0080300,Springfield Police Dept,Brown,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0090000,Carlton County Sheriff,Carlton,2016,0,2,0,12,0,3,17,4,0,0,8,2,148,0,49,99,18,3,0,1,2,41,0,5,13,1,1
MN0090100,Cloquet Police Dept,Carlton,2016,0,0,0,3,0,2,30,3,0,1,6,3,132,0,59,551,21,1,1,0,0,96,0,8,175,4,1
MN0090200,Moose Lake Police Dept,Carlton,2016,0,0,0,0,0,0,0,0,0,0,3,0,40,0,2,78,2,1,0,0,0,19,0,0,21,2,1
MN0090600,Thomson Township Police Dept,Carlton,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0100000,Carver County Sheriff,Carver,2016,0,1,0,1,0,0,9,0,0,0,11,4,158,0,84,445,24,2,0,4,3,134,0,16,152,9,0
MN0100200,Chaska Police Dept,Carver,2016,0,0,0,1,0,0,33,2,0,0,1,5,69,0,37,238,12,0,0,3,5,65,0,12,84,2,0
MN0110000,Cass County Sheriff,Cass,2016,0,0,0,34,0,1,15,5,0,1,30,3,270,0,122,235,44,0,1,11,1,177,0,25,74,23,0
MN0110200,Walker Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,4,0,0,0,0,5,0,0,6,0,0
MN0110400,Longville Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0110500,Pine River Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,11,1,0,0,0,0,10,0,2,6,1,0
MN0110700,Pillager Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MN0110800,Lake Shore Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0
MN0111000,Pike Bay Police Dept,Cass,2016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,5,0,0,0,0,0
MN0120000,Chippewa County Sheriff,Chippewa,2016,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,17,2,0,0,0,0,0,0,0,0,0,0
MN0120100,Clara City Police Dept,Chippewa,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,1,0,0
MN0120200,Montevideo Police Dept,Chippewa,2016,0,1,0,17,0,8,9,2,0,0,1,0,23,0,17,81,8,0,0,1,0,23,0,9,47,5,0
MN0130000,Chisago County Sheriff,Chisago,2016,0,0,0,0,0,2,8,2,0,0,2,0,38,0,51,145,17,0,0,2,0,30,0,6,27,5,0
MN0130500,North Branch Police Dept,Chisago,2016,0,0,0,4,0,4,29,2,0,0,1,0,53,0,25,159,12,1,0,1,0,49,0,2,66,4,0
MN0130800,Wyoming Police Dept,Chisago,2016,0,0,0,0,0,0,1,0,0,0,0,0,39,0,5,62,11,0,0,0,0,35,0,1,6,1,0
MN0130900,Lakes Area Police Dept,Chisago,2016,0,0,0,0,0,0,0,0,0,0,6,0,58,0,24,96,8,0,0,1,0,36,0,7,12,3,0
MN0140000,Clay County Sheriff,Clay,2016,0,0,0,0,0,0,0,0,0,0,0,1,38,0,27,29,9,0,0,0,0,24,0,5,3,1,0
MN0140100,Barnesville Police Dept,Clay,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0140200,Dilworth Police Dept,Clay,2016,0,0,0,0,0,0,0,0,0,0,2,1,32,0,11,134,12,1,0,1,1,24,0,5,96,9,0
MN0140300,Hawley Police Dept,Clay,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0
MN0140400,Moorhead Police Dept,Clay,2016,0,0,0,1,0,0,0,0,0,1,20,14,339,0,169,712,91,1,0,1,4,207,0,14,167,11,0
MN0150000,Clearwater County Sheriff,Clearwater,2016,0,1,0,18,0,4,22,7,0,0,3,0,55,0,36,53,4,2,0,1,0,40,0,5,11,1,1
MN0160000,Cook County Sheriff,Cook,2016,0,0,0,0,0,0,0,0,0,0,3,0,39,0,29,83,3,0,0,1,0,21,0,5,10,1,0
MN0170000,Cottonwood County Sheriff,Cottonwood,2016,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,11,0,0,0,0,0,10,0,1,2,0,0
MN0170100,Mountain Lake Police Dept,Cottonwood,2016,0,0,0,0,0,0,0,0,0,0,1,0,16,0,4,1,0,0,0,0,0,14,0,2,0,0,0
MN0170200,Windom Police Dept,Cottonwood,2016,0,0,0,0,1,0,0,0,0,0,1,0,42,3,6,48,5,0,0,2,0,35,3,0,10,1,0
MN0180000,Crow Wing County Sheriff,Crow Wing,2016,0,0,0,1,0,4,85,6,0,0,6,1,121,0,116,190,15,1,0,2,1,88,0,10,24,1,1
MN0180100,Brainerd Police Dept,Crow Wing,2016,0,2,2,16,0,22,61,18,0,0,24,2,428,0,90,539,32,4,0,1,0,241,0,12,158,13,3
MN0180200,Crosby Police Dept,Crow Wing,2016,0,0,0,1,0,0,4,0,0,0,1,0,14,0,8,87,0,0,0,1,0,12,0,2,54,0,0
MN0180300,Breezy Point Police Dept,Crow Wing,2016,0,0,0,0,0,0,0,0,0,0,2,0,8,0,4,16,0,0,0,1,0,6,0,1,5,0,0
MN0180400,Crosslake Police Dept,Crow Wing,2016,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,15,0,0,0,0,0,3,0,0,6,0,0
MN0180500,Baxter Police Dept,Crow Wing,2016,0,0,0,0,0,0,5,1,0,0,3,0,70,1,20,330,7,0,0,1,0,41,0,2,200,1,0
MN0181100,Pequot Lakes Police Dept,Crow Wing,2016,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,99,0,1,0,0,0,7,0,0,33,0,1
MN0190000,Dakota County Sheriff,Dakota,2016,0,0,0,0,0,0,0,0,0,0,1,0,82,0,31,56,3,0,0,1,0,55,0,4,9,1,0
MN0190100,Burnsville Police Dept,Dakota,2016,2,0,0,0,0,0,0,0,0,1,27,35,325,0,202,1374,77,3,0,12,17,186,0,22,398,8,2
MN0190200,Farmington Police Dept,Dakota,2016,0,1,1,0,0,2,4,0,0,0,3,0,43,0,31,174,16,1,0,0,0,33,0,4,36,7,1
MN0190300,Hastings Police Dept,Dakota,2016,0,0,0,2,0,0,5,1,0,1,10,6,169,1,53,412,30,0,1,7,3,153,1,10,203,8,0
MN0190400,Mendota Heights Police Dept,Dakota,2016,0,0,0,0,0,1,2,0,0,0,4,4,32,10,27,153,6,1,0,3,0,22,10,2,26,0,0
MN0190500,Rosemount Police Dept,Dakota,2016,0,0,0,6,0,0,1,1,0,0,9,3,81,0,34,154,4,0,0,5,2,66,0,4,36,1,0
MN0190600,South St Paul Police Dept,Dakota,2016,0,0,0,1,0,1,6,4,0,0,18,21,209,0,87,442,63,6,0,12,11,179,0,13,108,7,0
MN0190700,West St Paul Police Dept,Dakota,2016,0,1,0,2,0,0,2,2,0,0,9,20,112,0,116,821,65,3,0,3,5,79,0,6,424,6,0
